measure_url	measure_type	scoring	status	report_type	group_code	period_start	period_end	reporter_system	reporter_value	reporter_display	subject_system	subject_value	measure_score	measure_score_unit	pop_initial	pop_denominator	pop_numerator	strat_kon_man	strat_kon_kvinna	strat_age_under_50	strat_age_50_64	strat_age_65_74	strat_age_75_84	strat_age_85_plus	strat_vt_0_30	strat_vt_31_60	strat_vt_61_90	strat_vt_91_120	strat_vt_121_180	strat_vt_over_180	dimension_type	dimension_value	dimension_display
https://kchd.se/fhir/Measure/vantetid-vardgaranti	vardgaranti	proportion	complete	summary	andel_inom_90	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	1.0	%	3	3	3														remittent	SE0000000000-OPT001	SE0000000000-OPT001
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	median_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	63	dagar	3																remittent	SE0000000000-OPT001	SE0000000000-OPT001
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	medel_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	52.7	dagar	3																remittent	SE0000000000-OPT001	SE0000000000-OPT001
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_patientresa	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	77	dagar	3																remittent	SE0000000000-OPT001	SE0000000000-OPT001
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_remiss_beslut	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	42	dagar	3																remittent	SE0000000000-OPT001	SE0000000000-OPT001
https://kchd.se/fhir/Measure/vantetid-vardgaranti	vardgaranti	proportion	complete	summary	andel_inom_90	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	1.0	%	4	2	2														remittent	SE0000000000-OPT002	SE0000000000-OPT002
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	median_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	36.0	dagar	4																remittent	SE0000000000-OPT002	SE0000000000-OPT002
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	medel_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	36	dagar	4																remittent	SE0000000000-OPT002	SE0000000000-OPT002
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_patientresa	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	64.5	dagar	4																remittent	SE0000000000-OPT002	SE0000000000-OPT002
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_remiss_beslut	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	28.5	dagar	4																remittent	SE0000000000-OPT002	SE0000000000-OPT002
https://kchd.se/fhir/Measure/vantetid-vardgaranti	vardgaranti	proportion	complete	summary	andel_inom_90	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	1.0	%	4	3	3														remittent	SE0000000000-OPT003	SE0000000000-OPT003
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	median_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	45.0	dagar	4																remittent	SE0000000000-OPT003	SE0000000000-OPT003
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	medel_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	44.2	dagar	4																remittent	SE0000000000-OPT003	SE0000000000-OPT003
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_patientresa	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	78.0	dagar	4																remittent	SE0000000000-OPT003	SE0000000000-OPT003
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_remiss_beslut	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	36.5	dagar	4																remittent	SE0000000000-OPT003	SE0000000000-OPT003
https://kchd.se/fhir/Measure/vantetid-vardgaranti	vardgaranti	proportion	complete	summary	andel_inom_90	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	0.6667	%	4	3	2														remittent	SE0000000000-OPT004	SE0000000000-OPT004
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	median_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	47.5	dagar	4																remittent	SE0000000000-OPT004	SE0000000000-OPT004
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	medel_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	65.2	dagar	4																remittent	SE0000000000-OPT004	SE0000000000-OPT004
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_patientresa	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	91.0	dagar	4																remittent	SE0000000000-OPT004	SE0000000000-OPT004
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_remiss_beslut	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	39.5	dagar	4																remittent	SE0000000000-OPT004	SE0000000000-OPT004
https://kchd.se/fhir/Measure/vantetid-vardgaranti	vardgaranti	proportion	complete	summary	andel_inom_90	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	None	%	2	0	0														kommun	1481	1481
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	median_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	15.5	dagar	2																kommun	1481	1481
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	medel_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	15.5	dagar	2																kommun	1481	1481
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_patientresa	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	59.0	dagar	2																kommun	1481	1481
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_remiss_beslut	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	43.5	dagar	2																kommun	1481	1481
https://kchd.se/fhir/Measure/vantetid-vardgaranti	vardgaranti	proportion	complete	summary	andel_inom_90	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	1.0	%	1	1	1														kommun	1484	1484
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	median_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	27	dagar	1																kommun	1484	1484
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	medel_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	27	dagar	1																kommun	1484	1484
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_patientresa	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	69	dagar	1																kommun	1484	1484
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_remiss_beslut	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	42	dagar	1																kommun	1484	1484
https://kchd.se/fhir/Measure/vantetid-vardgaranti	vardgaranti	proportion	complete	summary	andel_inom_90	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	1.0	%	1	1	1														kommun	1485	1485
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	median_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	49	dagar	1																kommun	1485	1485
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	medel_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	49	dagar	1																kommun	1485	1485
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_patientresa	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	88	dagar	1																kommun	1485	1485
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_remiss_beslut	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	39	dagar	1																kommun	1485	1485
https://kchd.se/fhir/Measure/vantetid-vardgaranti	vardgaranti	proportion	complete	summary	andel_inom_90	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	0.6667	%	3	3	2														kommun	1488	1488
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	median_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	84	dagar	3																kommun	1488	1488
https://kchd.se/fhir/Measure/vantetid-median	vantetid	continuous-variable	complete	summary	medel_vantetid	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	81	dagar	3																kommun	1488	1488
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_patientresa	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	123	dagar	3																kommun	1488	1488
https://kchd.se/fhir/Measure/vantetid-patientresa	patientresa	continuous-variable	complete	summary	median_remiss_beslut	2026-02-01	2026-02-28	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000010148	Sahlgrenska Universitetssjukhuset	urn:oid:1.2.752.129.2.1.4.1	SE2321000131-E000000000001	55	dagar	3																kommun	1488	1488
